Video_Name	Difficulty_Score    Execution_Score Total_Score	Penalty	Video_length
Ball_123	7.10	6.00	13.10	0.00	92
Ball_124	6.20	4.65	10.85	0.00	92
Ball_125	6.60	4.90	11.50	0.00	93
Ball_126	6.60	6.20	12.80	0.00	92
Ball_127	6.60	4.70	11.30	0.00	90
Ball_128	6.70	5.45	12.15	0.00	92
Ball_129	5.60	4.40	10.00	0.00	93
Ball_130	8.30	7.40	15.70	0.00	93
Ball_131	8.70	7.30	16.00	0.00	91
Ball_132	8.30	6.30	14.60	0.00	94
Ball_135	7.40	7.20	14.60	0.00	92
Ball_136	6.40	4.60	10.95	0.05	95
Ball_137	7.30	6.25	13.55	0.00	93
Ball_138	7.00	6.00	13.00	0.00	91
Ball_139	6.90	6.40	13.30	0.00	92
Ball_140	8.50	6.17	14.68	0.00	94
Ball_141	9.40	7.15	16.55	0.00	92
Ball_142	12.00	7.55	19.55	0.00	95
Ball_143	10.70	6.85	17.55	0.00	91
Ball_144	12.00	8.40	20.40	0.00	91
Ball_145	12.60	8.60	21.20	0.00	92
Ball_147	10.40	7.00	17.40	0.00	95
Ball_148	3.10	2.55	5.65	0.00	92
Ball_149	8.20	5.10	13.30	0.00	90
Ball_152	12.20	8.10	20.30	0.00	92
Ball_153	11.60	7.30	18.90	0.00	92
Ball_154	9.70	5.70	15.40	0.00	92
Ball_156	11.50	7.45	18.95	0.00	94
Ball_157	11.60	6.75	18.35	0.00	93
Ball_158	8.40	3.50	11.60	0.30	91
Ball_159	11.00	7.45	18.45	0.00	93
Ball_160	9.00	6.20	15.20	0.00	94
Ball_161	10.50	5.70	16.20	0.00	95
Ball_162	9.60	5.80	15.40	0.00	92
Ball_164	10.90	7.60	18.50	0.00	93
Ball_165	10.30	7.50	17.80	0.00	93
Ball_166	10.20	5.20	14.70	0.70	94
Ball_167	11.60	7.10	18.70	0.00	92
Ball_168	7.60	5.30	12.85	0.05	93
Ball_169	10.30	7.35	17.65	0.00	92
Ball_170	10.20	7.50	17.70	0.00	90
Ball_171	12.00	7.95	19.95	0.00	90
Ball_172	8.20	6.35	14.55	0.00	91
Ball_173	7.90	5.60	13.50	0.00	94
Ball_175	7.80	4.72	12.53	0.00	95
Ball_176	10.90	7.55	18.45	0.00	93
Ball_178	7.00	2.60	9.60	0.00	95
Ball_179	7.20	6.30	13.50	0.00	91
Ball_180	6.90	4.20	11.10	0.00	93
Ball_182	11.00	5.90	16.60	0.30	93
Ball_183	14.50	9.20	23.70	0.00	92
Ball_185	8.00	4.60	12.60	0.00	91
Ball_186	8.10	4.95	13.05	0.00	94
Ball_187	8.10	5.20	13.30	0.00	91
Ball_190	9.70	6.85	16.55	0.00	91
Ball_191	9.50	5.55	15.05	0.00	92
Ball_192	8.90	5.85	14.75	0.00	93
Ball_193	9.50	6.85	16.35	0.00	94
Ball_194	9.70	4.80	14.20	0.30	93
Ball_197	12.80	7.30	20.10	0.00	94
Ball_198	10.60	6.28	16.88	0.00	93
Ball_199	12.90	8.35	21.25	0.00	94
Ball_200	9.60	6.10	15.70	0.00	91
Ball_202	13.10	8.35	21.45	0.00	91
Ball_203	10.00	7.20	17.20	0.00	91
Ball_204	7.20	5.90	13.10	0.00	92
Ball_205	7.40	6.60	14.00	0.00	94
Ball_206	10.10	6.85	16.90	0.05	95
Ball_208	11.80	7.30	19.10	0.00	93
Ball_209	11.10	7.00	18.10	0.00	89
Ball_210	7.50	5.60	13.10	0.00	92
Ball_211	8.30	6.35	14.65	0.00	91
Ball_213	13.40	7.90	21.25	0.05	94
Ball_214	12.00	7.55	19.55	0.00	91
Ball_215	11.00	7.35	18.30	0.05	94
Ball_216	9.60	6.80	16.40	0.00	92
Ball_217	11.70	7.80	19.50	0.00	92
Ball_218	10.00	6.40	16.40	0.00	93
Ball_219	11.00	7.40	18.40	0.00	91
Ball_220	11.30	7.85	19.15	0.00	94
Ball_221	9.30	6.40	15.70	0.00	94
Ball_222	11.20	6.90	18.10	0.00	93
Ball_223	11.60	7.60	19.20	0.00	91
Ball_224	11.00	7.35	18.35	0.00	92
Ball_225	10.20	7.70	17.90	0.00	92
Ball_227	9.10	5.25	14.35	0.00	94
Ball_228	11.20	6.40	17.55	0.05	95
Ball_229	12.30	8.25	20.50	0.05	93
Ball_230	12.60	8.35	20.95	0.00	93
Ball_231	13.00	8.30	21.30	0.00	92
Ball_233	9.20	6.75	15.95	0.00	91
Ball_234	10.30	7.15	17.45	0.00	94
Ball_235	10.10	5.50	15.55	0.05	94
Ball_236	8.70	5.40	14.10	0.00	91
Ball_237	7.20	5.05	11.95	0.30	90
Ball_238	7.90	5.70	13.60	0.00	93
Ball_239	7.60	6.75	14.35	0.00	91
Ball_240	9.80	6.65	16.45	0.00	93
Ball_243	9.30	7.15	16.40	0.05	96
Ball_245	12.80	8.60	21.40	0.00	94
Ball_246	11.00	7.50	18.50	0.00	94
Ball_247	12.30	7.75	20.05	0.00	94
Ball_248	9.80	6.80	16.60	0.00	93
Ball_249	11.40	8.20	19.60	0.00	91
Ball_251	8.00	5.92	13.93	0.00	91
Clubs_001	8.80	6.15	14.95	0.00	91
Clubs_002	4.80	4.15	8.65	0.30	94
Clubs_003	9.60	7.85	17.40	0.05	93
Clubs_004	7.40	7.35	14.75	0.00	91
Clubs_005	10.80	8.55	19.35	0.00	91
Clubs_007	9.50	7.95	17.45	0.00	93
Clubs_009	7.30	6.30	13.60	0.00	92
Clubs_010	7.60	6.65	14.25	0.00	90
Clubs_011	9.70	7.35	17.05	0.00	91
Clubs_012	11.10	8.10	19.20	0.00	92
Clubs_013	8.00	6.40	14.40	0.00	90
Clubs_014	7.50	7.75	15.25	0.00	92
Clubs_015	5.90	5.65	11.55	0.00	91
Clubs_017	9.10	7.80	16.90	0.00	92
Clubs_018	8.20	7.25	15.45	0.00	92
Clubs_019	8.70	7.30	16.00	0.00	92
Clubs_021	12.10	8.45	20.50	0.05	93
Clubs_022	6.60	7.15	13.75	0.00	92
Clubs_023	6.70	6.85	13.55	0.00	93
Clubs_024	11.30	8.45	19.75	0.00	93
Clubs_026	6.80	7.30	14.10	0.00	91
Clubs_028	6.20	6.50	12.70	0.00	92
Clubs_029	6.20	7.25	13.45	0.00	92
Clubs_030	8.30	7.55	15.55	0.30	91
Clubs_031	4.30	5.60	9.90	0.00	92
Clubs_032	8.90	7.20	16.10	0.00	92
Clubs_033	6.70	4.15	10.55	0.30	91
Clubs_034	4.40	3.00	7.10	0.30	92
Clubs_035	8.40	5.95	14.35	0.00	94
Clubs_036	3.70	4.95	8.65	0.00	91
Clubs_037	10.60	8.15	18.75	0.00	91
Clubs_038	5.00	4.95	9.95	0.00	91
Clubs_039	7.60	6.55	14.15	0.00	94
Clubs_040	6.40	6.35	12.75	0.00	96
Clubs_041	7.70	7.00	14.70	0.00	92
Clubs_043	9.80	8.40	18.20	0.00	93
Clubs_044	9.40	7.40	16.80	0.00	93
Clubs_045	7.00	5.60	12.60	0.00	93
Clubs_047	9.70	7.88	17.57	0.00	93
Clubs_048	8.30	6.90	15.20	0.00	91
Clubs_049	10.40	8.15	18.55	0.00	92
Clubs_050	6.90	6.15	13.05	0.00	92
Clubs_051	9.40	8.25	17.65	0.00	93
Clubs_052	7.00	5.50	12.50	0.00	91
Clubs_053	7.90	7.35	15.25	0.00	92
Clubs_054	8.50	6.35	14.85	0.00	92
Clubs_055	6.50	5.70	11.90	0.30	92
Clubs_058	3.50	3.95	7.45	0.00	93
Clubs_059	6.50	6.38	12.88	0.00	92
Clubs_060	8.40	7.22	15.62	0.00	91
Clubs_061	5.80	4.05	9.85	0.00	94
Clubs_062	9.50	8.35	17.85	0.00	90
Clubs_063	8.40	6.60	15.00	0.00	91
Clubs_065	7.60	6.40	14.00	0.00	92
Clubs_066	7.10	6.50	13.60	0.00	93
Clubs_069	8.70	7.30	16.00	0.00	94
Clubs_070	6.10	5.85	11.95	0.00	93
Clubs_071	6.70	5.20	11.85	0.05	93
Clubs_074	8.30	6.70	15.00	0.00	90
Clubs_075	7.80	6.25	14.05	0.00	91
Clubs_076	5.70	4.85	10.55	0.00	94
Clubs_077	6.00	3.85	9.25	0.60	92
Clubs_079	6.80	7.35	14.15	0.00	91
Clubs_080	8.20	6.50	14.70	0.00	92
Clubs_081	8.00	7.00	15.00	0.00	92
Clubs_082	5.30	5.15	10.45	0.00	87
Clubs_083	4.50	5.90	10.40	0.00	93
Clubs_085	6.90	6.45	13.35	0.00	91
Clubs_086	7.40	6.60	13.70	0.30	92
Clubs_087	6.10	6.30	12.40	0.00	93
Clubs_088	6.70	6.20	12.90	0.00	90
Clubs_089	4.80	5.10	9.90	0.00	92
Clubs_090	6.50	6.60	13.10	0.00	90
Clubs_091	6.00	5.60	11.60	0.00	92
Clubs_092	8.60	7.90	16.50	0.00	89
Clubs_093	6.80	5.75	12.50	0.05	93
Clubs_094	9.60	8.35	17.95	0.00	94
Clubs_096	7.70	4.10	11.80	0.00	91
Clubs_097	6.20	5.15	11.35	0.00	93
Clubs_098	9.40	7.85	17.25	0.00	91
Clubs_099	6.60	5.80	12.40	0.00	92
Clubs_100	8.90	6.60	15.50	0.00	94
Clubs_101	7.30	5.70	13.00	0.00	92
Clubs_102	6.70	5.65	12.35	0.00	91
Clubs_103	4.60	4.40	9.00	0.00	94
Clubs_105	4.60	4.90	9.50	0.00	92
Clubs_106	5.10	5.55	10.65	0.00	91
Clubs_107	6.30	5.70	12.00	0.00	92
Clubs_108	5.50	6.05	11.55	0.00	92
Clubs_109	8.70	7.25	15.95	0.00	91
Clubs_110	11.00	5.95	16.95	0.00	93
Clubs_112	11.90	6.40	18.20	0.10	95
Clubs_114	9.80	6.70	16.50	0.00	93
Clubs_116	12.20	6.95	19.15	0.00	94
Clubs_117	11.90	5.95	17.85	0.00	95
Clubs_118	11.00	6.00	17.00	0.00	93
Clubs_119	9.60	6.75	16.05	0.30	90
Clubs_120	13.00	8.10	21.10	0.00	93
Clubs_122	6.70	3.95	10.65	0.00	91
Clubs_123	9.80	6.00	15.80	0.00	99
Clubs_124	8.30	5.50	13.80	0.00	91
Clubs_125	10.10	6.00	16.10	0.00	91
Clubs_126	9.20	5.90	15.10	0.00	93
Clubs_127	10.70	6.95	17.65	0.00	90
Clubs_129	7.50	4.70	12.20	0.00	91
Clubs_130	12.40	7.65	20.05	0.00	93
Clubs_131	9.60	6.78	16.38	0.00	91
Clubs_132	11.40	5.85	17.25	0.00	92
Clubs_133	9.90	6.30	16.20	0.00	94
Clubs_134	11.50	7.60	19.10	0.00	92
Clubs_135	11.90	7.25	19.15	0.00	93
Clubs_136	10.20	7.00	17.20	0.00	92
Clubs_137	10.40	6.85	17.25	0.00	92
Clubs_138	11.90	6.70	18.60	0.00	95
Clubs_139	10.30	5.75	16.05	0.00	91
Clubs_140	13.40	8.55	21.95	0.00	93
Clubs_141	8.80	4.45	13.25	0.00	92
Clubs_142	12.20	8.10	20.30	0.00	91
Clubs_144	9.50	6.05	15.55	0.00	92
Clubs_146	12.50	7.92	20.43	0.00	93
Clubs_147	7.20	4.30	11.50	0.00	89
Clubs_148	9.40	5.70	15.10	0.00	91
Clubs_150	11.20	8.25	19.45	0.00	92
Clubs_151	8.70	7.30	16.00	0.00	92
Clubs_152	12.40	8.60	20.95	0.05	95
Clubs_153	9.40	5.60	15.00	0.00	93
Clubs_154	10.80	7.05	17.85	0.00	92
Clubs_156	10.60	5.25	15.25	0.60	93
Clubs_158	11.20	7.10	18.30	0.00	91
Clubs_161	6.50	2.85	9.35	0.00	93
Clubs_162	9.10	6.20	15.30	0.00	91
Clubs_163	14.60	8.85	23.45	0.00	95
Clubs_164	9.90	6.45	16.35	0.00	94
Clubs_165	10.60	7.45	18.05	0.00	91
Clubs_166	12.80	7.65	20.45	0.00	92
Clubs_168	11.60	5.90	17.45	0.05	92
Clubs_169	13.00	6.30	19.20	0.10	95
Clubs_170	10.00	6.10	16.10	0.00	93
Clubs_171	11.00	7.95	18.95	0.00	92
Clubs_172	10.60	6.65	17.20	0.05	94
Clubs_173	9.40	5.65	15.05	0.00	92
Clubs_174	13.00	8.90	21.90	0.00	92
Clubs_175	8.00	5.00	13.00	0.00	91
Clubs_176	12.60	6.75	19.35	0.00	94
Clubs_177	8.30	5.20	13.50	0.00	90
Clubs_178	12.30	7.90	20.20	0.00	92
Clubs_180	6.20	5.35	11.55	0.00	93
Clubs_181	7.50	5.33	12.82	0.00	94
Clubs_182	12.10	8.35	20.45	0.00	95
Clubs_184	12.20	7.45	19.65	0.00	92
Clubs_185	11.90	7.28	19.18	0.00	93
Clubs_186	12.40	7.25	19.65	0.00	92
Clubs_188	4.10	2.40	6.50	0.00	93
Clubs_189	11.00	7.25	18.25	0.00	92
Clubs_190	4.40	2.35	6.75	0.00	90
Clubs_191	11.20	6.60	17.75	0.05	96
Clubs_192	8.80	5.50	13.90	0.40	96
Clubs_194	10.90	6.90	17.80	0.00	91
Clubs_195	10.20	6.30	16.50	0.00	92
Clubs_197	14.70	8.90	23.60	0.00	95
Clubs_199	12.50	7.65	20.15	0.00	94
Clubs_200	10.70	6.50	17.20	0.00	93
Clubs_201	10.60	6.10	16.40	0.30	92
Clubs_202	12.20	7.15	19.35	0.00	93
Clubs_204	10.60	6.00	16.60	0.00	92
Clubs_205	11.10	6.75	17.85	0.00	92
Clubs_206	11.20	7.10	18.30	0.00	92
Clubs_207	10.10	6.20	16.30	0.00	92
Clubs_208	12.40	8.30	20.70	0.00	93
Clubs_209	10.70	7.65	18.35	0.00	91
Clubs_211	12.60	8.55	21.15	0.00	92
Clubs_212	9.20	5.30	14.50	0.00	92
Clubs_213	8.80	5.90	14.70	0.00	93
Clubs_215	10.30	6.95	17.25	0.00	92
Clubs_217	9.60	5.78	15.38	0.00	92
Clubs_218	9.90	5.75	15.65	0.00	93
Clubs_221	10.10	4.65	14.45	0.30	93
Clubs_222	10.50	7.20	17.70	0.00	93
Clubs_223	5.80	3.15	8.95	0.00	91
Clubs_224	10.60	6.85	17.45	0.00	92
Clubs_226	7.50	5.50	13.00	0.00	91
Clubs_227	10.40	5.40	15.70	0.10	94
Clubs_228	8.10	6.50	14.60	0.00	92
Clubs_229	13.20	8.15	21.35	0.00	92
Clubs_230	12.70	7.70	20.40	0.00	92
Clubs_231	10.30	6.50	16.80	0.00	95
Clubs_233	7.10	6.10	13.20	0.00	93
Clubs_234	11.10	6.30	17.35	0.05	93
Clubs_235	13.30	8.30	21.60	0.00	92
Clubs_236	7.90	5.50	13.35	0.05	94
Clubs_237	8.10	4.65	12.75	0.00	91
Clubs_238	8.80	5.25	14.05	0.00	93
Clubs_239	7.40	4.20	11.60	0.00	91
Clubs_240	8.80	5.80	14.60	0.00	92
Clubs_241	9.50	5.55	15.05	0.00	94
Clubs_242	8.40	4.30	12.70	0.00	90
Clubs_244	9.50	6.40	15.90	0.00	93
Clubs_247	6.90	4.30	11.20	0.00	92
Clubs_248	6.70	5.10	11.80	0.00	93
Clubs_250	14.80	9.20	24.00	0.00	93
Hoop_001	9.40	7.80	17.20	0.00	92
Hoop_002	7.10	3.95	10.70	0.35	93
Hoop_003	7.80	6.80	14.60	0.00	91
Hoop_004	10.30	7.60	17.90	0.00	94
Hoop_005	10.10	8.20	18.30	0.00	91
Hoop_006	9.40	9.27	18.67	0.00	94
Hoop_007	6.60	6.30	12.90	0.00	92
Hoop_008	7.50	7.10	14.60	0.00	92
Hoop_009	7.60	6.55	14.15	0.00	90
Hoop_010	11.50	8.45	19.95	0.00	94
Hoop_011	6.30	4.85	11.15	0.00	95
Hoop_012	11.40	8.80	20.20	0.00	93
Hoop_013	11.60	8.55	20.15	0.00	92
Hoop_014	4.90	4.40	9.00	0.30	90
Hoop_015	6.70	5.80	12.50	0.00	96
Hoop_016	10.70	8.10	18.80	0.00	92
Hoop_017	8.30	7.25	15.55	0.00	94
Hoop_018	6.40	5.95	12.35	0.00	92
Hoop_019	8.80	6.58	15.38	0.00	91
Hoop_021	5.40	4.70	10.10	0.00	92
Hoop_022	5.90	5.55	11.45	0.00	93
Hoop_023	6.30	5.80	12.10	0.00	93
Hoop_024	7.00	6.10	13.10	0.00	89
Hoop_025	5.30	4.50	9.50	0.30	92
Hoop_026	8.90	7.55	16.45	0.00	94
Hoop_027	7.20	6.25	13.45	0.00	94
Hoop_029	9.40	7.10	16.50	0.00	91
Hoop_030	6.10	5.15	10.90	0.35	95
Hoop_031	7.60	6.30	13.90	0.00	91
Hoop_032	4.90	4.40	9.30	0.00	93
Hoop_033	6.70	5.35	12.05	0.00	92
Hoop_034	5.80	4.60	10.40	0.00	93
Hoop_035	9.00	7.40	16.40	0.00	92
Hoop_036	8.00	6.80	14.80	0.00	93
Hoop_037	7.60	6.85	14.45	0.00	91
Hoop_038	6.00	4.90	10.90	0.00	93
Hoop_042	10.60	8.05	18.65	0.00	91
Hoop_043	9.20	8.30	17.50	0.00	92
Hoop_044	8.40	6.75	15.15	0.00	93
Hoop_045	8.00	6.65	14.65	0.00	90
Hoop_046	5.90	4.58	10.48	0.00	93
Hoop_048	8.20	6.35	14.55	0.00	90
Hoop_049	9.20	7.50	16.70	0.00	91
Hoop_050	6.80	6.47	13.27	0.00	93
Hoop_051	5.60	3.75	8.75	0.60	96
Hoop_052	6.40	5.45	11.85	0.00	91
Hoop_054	10.10	7.30	17.40	0.00	93
Hoop_056	8.40	5.95	14.35	0.00	92
Hoop_057	7.30	6.40	13.70	0.00	92
Hoop_058	4.70	5.35	10.05	0.00	91
Hoop_059	11.00	8.10	19.05	0.05	93
Hoop_060	10.30	7.30	17.60	0.00	90
Hoop_061	7.80	6.25	14.05	0.00	93
Hoop_062	7.80	6.60	14.40	0.00	91
Hoop_063	8.70	6.95	15.65	0.00	93
Hoop_064	7.20	5.90	13.10	0.00	93
Hoop_065	7.30	5.95	12.95	0.30	92
Hoop_066	6.80	5.60	12.40	0.00	93
Hoop_067	8.00	7.55	15.55	0.00	91
Hoop_068	5.10	5.00	10.10	0.00	91
Hoop_071	7.40	6.20	13.60	0.00	92
Hoop_072	7.80	7.30	15.10	0.00	90
Hoop_073	10.00	7.85	17.85	0.00	92
Hoop_074	7.20	6.05	13.25	0.00	93
Hoop_076	8.30	6.95	15.25	0.00	91
Hoop_077	5.00	4.65	9.55	0.10	94
Hoop_078	7.80	5.95	13.75	0.00	95
Hoop_080	5.90	5.60	11.50	0.00	92
Hoop_081	6.40	6.35	12.75	0.00	91
Hoop_082	10.00	6.90	16.90	0.00	92
Hoop_084	9.70	8.15	17.85	0.00	93
Hoop_086	6.20	5.70	11.90	0.00	91
Hoop_087	10.40	7.85	18.25	0.00	92
Hoop_089	11.40	8.45	19.85	0.00	92
Hoop_090	7.70	6.55	14.25	0.00	90
Hoop_091	9.40	8.00	17.40	0.00	95
Hoop_093	8.00	6.90	14.90	0.00	92
Hoop_095	9.20	7.25	16.45	0.00	94
Hoop_096	5.90	5.20	11.10	0.00	92
Hoop_097	8.40	6.65	15.05	0.00	93
Hoop_098	8.30	7.10	15.35	0.05	96
Hoop_100	6.20	5.70	11.60	0.30	92
Hoop_102	5.30	5.85	11.15	0.00	89
Hoop_103	7.30	6.05	13.35	0.00	94
Hoop_104	7.50	6.00	13.50	0.00	93
Hoop_105	9.40	7.75	17.15	0.00	92
Hoop_106	9.80	7.10	16.90	0.00	92
Hoop_107	2.90	2.75	4.45	1.20	93
Hoop_109	8.70	6.60	15.30	0.00	92
Hoop_110	9.80	7.45	17.25	0.00	92
Hoop_111	7.20	5.97	13.18	0.00	92
Hoop_112	9.30	7.70	17.00	0.00	92
Hoop_116	11.30	8.82	20.12	0.00	94
Hoop_118	7.70	6.55	14.25	0.00	90
Hoop_119	7.40	6.25	13.65	0.00	92
Hoop_120	7.00	5.80	12.80	0.00	92
Hoop_121	9.80	7.30	17.10	0.00	92
Hoop_122	10.40	7.75	18.15	0.00	91
Hoop_123	8.60	7.40	16.00	0.00	93
Hoop_124	9.20	7.60	16.80	0.00	94
Hoop_125	6.10	5.60	11.70	0.00	91
Hoop_127	6.90	6.10	13.00	0.00	92
Hoop_128	8.80	7.35	16.15	0.00	94
Hoop_130	9.20	6.72	15.92	0.00	92
Hoop_131	6.70	6.00	12.70	0.00	92
Hoop_132	8.30	4.85	13.15	0.00	92
Hoop_133	9.00	7.35	16.35	0.00	90
Hoop_134	9.90	7.47	17.38	0.00	92
Hoop_136	10.20	8.50	18.70	0.00	90
Hoop_137	4.60	4.20	8.80	0.00	93
Hoop_139	9.40	6.80	16.20	0.00	93
Hoop_141	7.60	6.80	14.40	0.00	94
Hoop_142	10.90	8.35	19.25	0.00	93
Hoop_143	8.20	7.05	14.65	0.60	92
Hoop_144	10.60	8.15	18.75	0.00	93
Hoop_147	7.40	6.30	13.70	0.00	91
Hoop_148	8.30	7.30	15.60	0.00	93
Hoop_149	9.50	7.80	17.30	0.00	93
Hoop_150	9.90	6.40	16.30	0.00	91
Hoop_153	7.60	5.90	13.50	0.00	89
Hoop_154	8.60	6.15	14.70	0.05	92
Hoop_155	9.40	6.05	15.45	0.00	91
Hoop_156	9.50	5.95	15.45	0.00	91
Hoop_157	12.10	7.65	19.75	0.00	92
Hoop_158	11.30	7.30	18.60	0.00	91
Hoop_159	13.00	8.05	21.05	0.00	92
Hoop_160	6.30	5.15	11.45	0.00	91
Hoop_161	9.10	5.30	14.40	0.00	93
Hoop_162	13.20	8.60	21.80	0.00	93
Hoop_163	12.90	7.80	20.70	0.00	92
Hoop_164	13.00	7.45	20.45	0.00	91
Hoop_165	7.80	5.05	12.80	0.05	94
Hoop_167	8.20	5.90	14.10	0.00	93
Hoop_169	13.70	8.40	22.10	0.00	93
Hoop_170	9.80	6.25	16.05	0.00	90
Hoop_171	8.30	4.35	12.65	0.00	92
Hoop_172	11.60	7.50	19.10	0.00	90
Hoop_173	12.90	8.05	20.95	0.00	92
Hoop_174	10.40	6.60	17.00	0.00	92
Hoop_175	12.60	7.35	19.95	0.00	93
Hoop_176	7.90	6.15	14.05	0.00	93
Hoop_177	10.10	6.60	16.70	0.00	92
Hoop_178	11.10	7.35	18.45	0.00	92
Hoop_179	3.40	1.95	5.35	0.00	93
Hoop_180	6.50	4.70	11.15	0.05	95
Hoop_182	12.70	7.65	20.35	0.00	92
Hoop_183	10.30	7.05	17.35	0.00	93
Hoop_185	12.30	8.10	20.40	0.00	90
Hoop_187	10.90	6.60	17.50	0.00	92
Hoop_188	10.00	5.65	15.65	0.00	92
Hoop_189	12.60	7.67	20.27	0.00	90
Hoop_190	9.20	6.12	15.22	0.10	95
Hoop_191	10.60	7.55	18.15	0.00	92
Hoop_192	12.20	7.80	20.00	0.00	92
Hoop_193	8.60	6.65	15.25	0.00	91
Hoop_195	12.30	6.95	19.20	0.05	93
Hoop_196	7.60	4.75	12.05	0.30	94
Hoop_197	9.00	5.25	13.65	0.60	94
Hoop_199	6.60	3.50	10.10	0.00	91
Hoop_201	9.40	6.15	15.55	0.00	93
Hoop_202	7.00	5.40	12.40	0.00	93
Hoop_203	12.40	7.25	19.65	0.00	92
Hoop_206	14.60	9.10	23.65	0.05	95
Hoop_208	7.90	5.00	12.90	0.00	93
Hoop_209	7.30	5.40	12.70	0.00	93
